,party,result,council,region
973,Партія промисловців і підприємців України,11.11,Лозівська міська рада,Харківська обл.
974,"Політична партія ""Нова держава""",8.33,Лозівська міська рада,Харківська обл.
975,Радикальна партія Олега Ляшка,8.33,Лозівська міська рада,Харківська обл.
976,Радикальна партія Олега Ляшка,17.65,Прилуцька міська рада,Чернігівська обл.
977,"політична партія Всеукраїнське об’єднання ""Свобода""",14.71,Прилуцька міська рада,Чернігівська обл.
978,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",14.71,Прилуцька міська рада,Чернігівська обл.
979,"Політична партія ""Наш край""",11.76,Прилуцька міська рада,Чернігівська обл.
980,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.82,Прилуцька міська рада,Чернігівська обл.
981,"політична партія Всеукраїнське об’єднання ""Свобода""",11.11,Смілянська міська рада,Черкаська обл.
982,"ПОЛІТИЧНА ПАРТІЯ ""СИЛА ГРОМАД""",8.33,Смілянська міська рада,Черкаська обл.
983,"Політична партія ""ПАТРІОТ""",8.33,Смілянська міська рада,Черкаська обл.
984,Аграрна партія України,8.33,Смілянська міська рада,Черкаська обл.
985,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА ""СОЛІДАРНІСТЬ""",19.44,Ніжинська міська рада,Чернігівська обл.
986,Партія Зелених України,8.82,Канівська міська рада,Черкаська обл.
987,"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",8.82,Канівська міська рада,Черкаська обл.
988,"Політична Партія ""Опозиційний блок""",8.82,Канівська міська рада,Черкаська обл.
989,"політична партія Всеукраїнське об’єднання ""Свобода""",8.82,Золотоніська міська рада,Черкаська обл.
990,"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",8.82,Золотоніська міська рада,Черкаська обл.
991,Радикальна партія Олега Ляшка,11.54,Ватутінська міська рада,Черкаська обл.
992,"Політична Партія ""Опозиційний блок""",7.69,Ватутінська міська рада,Черкаська обл.
993,"ПОЛІТИЧНА ПАРТІЯ ""ПАРТІЯ ПРОСТИХ ЛЮДЕЙ СЕРГІЯ КАПЛІНА""",3.85,Ватутінська міська рада,Черкаська обл.
994,"Політична партія ""Наш край""",5.56,Лозівська міська рада,Харківська обл.
995,"Політична партія ""Сила людей""",5.56,Лозівська міська рада,Харківська обл.
996,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",5.56,Лозівська міська рада,Харківська обл.
997,Аграрна партія України,5.88,Прилуцька міська рада,Чернігівська обл.
998,"Політична Партія ""Опозиційний блок""",5.88,Прилуцька міська рада,Чернігівська обл.
999,"політична партія Всеукраїнське об’єднання ""ЧЕРКАЩАНИ""",8.33,Смілянська міська рада,Черкаська обл.
1000,Радикальна партія Олега Ляшка,16.67,Ніжинська міська рада,Чернігівська обл.
1001,"політична партія Всеукраїнське об’єднання ""Батьківщина""",16.67,Ніжинська міська рада,Чернігівська обл.
1002,"Політична партія ""Об’єднання ""САМОПОМІЧ""",13.89,Ніжинська міська рада,Чернігівська обл.
1003,"політична партія Всеукраїнське об’єднання ""Свобода""",11.11,Ніжинська міська рада,Чернігівська обл.
1004,"Політична партія ""Наш край""",8.33,Ніжинська міська рада,Чернігівська обл.
1005,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",8.33,Ніжинська міська рада,Чернігівська обл.
1006,"Політична Партія ""Опозиційний блок""",5.56,Ніжинська міська рада,Чернігівська обл.
